employee_id,employee_name,department,date,login_time,logout_time,total_hours,project_name,task_name,task_status,productivity_score,idle_time_minutes,overtime_hours,break_count,meeting_hours,tasks_completed,bugs_fixed,focus_score,weekly_target,target_completed,manager_rating,burnout_risk,performance_trend
EMP001,Ryan Peters,UI/UX,2026-03-12,10:44,19:14,8.5,AI Analytics,UI Design,In Progress,71,47,0.5,4,1.8,5,2,67,5,4,4.4,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-03-13,09:05,15:47,6.7,AI Analytics,Testing,Pending,75,39,0.0,5,1.3,10,0,71,7,3,4.1,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-03-14,10:21,19:15,8.9,HR System,Testing,In Progress,65,33,0.9,2,2.7,10,2,56,7,5,3.9,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-03-15,08:18,15:12,6.9,Client Portal,Client Support,Completed,70,70,0.0,4,2.5,9,1,63,7,7,3.5,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-03-16,10:28,19:22,8.9,IoT Monitoring,Database Update,In Progress,75,61,0.9,1,1.0,3,8,70,12,11,4.0,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-03-17,08:06,16:18,8.2,IoT Monitoring,UI Design,Completed,56,35,0.2,3,1.5,9,5,54,7,3,3.4,Low,Declining
EMP001,Ryan Peters,UI/UX,2026-03-18,10:04,18:40,8.6,AI Analytics,UI Design,Completed,56,38,0.6,3,1.5,3,6,52,6,5,3.7,Low,Declining
EMP001,Ryan Peters,UI/UX,2026-03-19,08:07,17:01,8.9,AI Analytics,Client Support,In Progress,61,30,0.9,2,1.6,9,3,58,11,11,3.1,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-03-20,10:29,17:59,7.5,AI Analytics,Testing,In Progress,70,32,0.0,3,1.9,4,5,63,9,4,4.3,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-03-21,08:10,14:46,6.6,Mobile App,API Integration,Pending,67,51,0.0,3,1.0,9,8,58,11,10,3.8,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-03-23,10:33,17:39,7.1,Mobile App,Client Support,Pending,71,61,0.0,1,2.6,3,8,61,13,12,4.3,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-03-24,08:25,16:49,8.4,CRM Dashboard,Client Support,In Progress,63,58,0.4,4,2.2,10,3,60,9,9,3.6,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-03-25,10:10,18:34,8.4,AI Analytics,Client Support,Completed,58,48,0.4,5,1.8,4,5,58,6,6,3.1,Low,Declining
EMP001,Ryan Peters,UI/UX,2026-03-26,08:18,15:48,7.5,AI Analytics,UI Design,In Progress,73,48,0.0,1,1.4,8,2,73,11,10,4.5,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-03-27,09:57,18:21,8.4,CRM Dashboard,Bug Fixing,In Progress,67,45,0.4,6,2.5,9,3,65,5,5,4.3,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-03-28,09:02,15:50,6.8,AI Analytics,Documentation,In Progress,64,65,0.0,5,2.7,2,5,61,7,3,4.0,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-03-30,09:43,16:25,6.7,Client Portal,Database Update,In Progress,65,66,0.0,1,2.6,10,5,60,14,9,4.1,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-03-31,08:29,16:41,8.2,IoT Monitoring,UI Design,Pending,75,36,0.2,2,2.8,8,4,72,10,10,4.2,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-01,09:54,16:48,6.9,CRM Dashboard,Model Training,Pending,59,59,0.0,4,1.0,1,3,50,8,8,3.9,Low,Declining
EMP001,Ryan Peters,UI/UX,2026-04-02,10:42,19:12,8.5,AI Analytics,Database Update,Completed,69,69,0.5,2,2.0,9,1,61,5,5,4.4,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-03,10:11,18:47,8.6,IoT Monitoring,API Integration,Pending,71,38,0.6,5,1.1,1,7,63,14,7,4.5,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-04,08:14,16:56,8.7,HR System,Documentation,In Progress,61,55,0.7,5,1.2,1,6,61,9,4,3.2,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-06,09:46,17:58,8.2,Mobile App,UI Design,Pending,63,48,0.2,1,2.5,2,5,53,6,6,3.7,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-07,08:36,15:36,7.0,Client Portal,Testing,Pending,61,45,0.0,5,2.9,6,1,51,9,9,4.0,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-08,08:04,16:58,8.9,AI Analytics,Testing,Pending,74,36,0.9,1,2.3,7,6,65,13,5,4.3,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-09,08:32,17:02,8.5,Client Portal,Client Support,In Progress,56,43,0.5,5,2.4,6,3,51,11,7,3.2,Low,Declining
EMP001,Ryan Peters,UI/UX,2026-04-10,10:39,17:39,7.0,Client Portal,Client Support,Completed,56,43,0.0,2,1.6,4,2,47,11,5,3.4,Low,Declining
EMP001,Ryan Peters,UI/UX,2026-04-11,09:34,16:10,6.6,IoT Monitoring,Bug Fixing,Pending,64,53,0.0,2,0.8,6,2,64,11,3,3.9,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-13,08:24,15:42,7.3,Mobile App,Testing,Completed,62,40,0.0,2,1.9,10,3,52,5,5,4.0,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-14,08:05,16:05,8.0,Client Portal,Database Update,Completed,73,52,0.0,2,1.4,5,5,69,15,14,4.5,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-15,08:12,14:42,6.5,CRM Dashboard,Documentation,Pending,55,35,0.0,6,2.9,7,3,48,15,11,2.8,Low,Declining
EMP001,Ryan Peters,UI/UX,2026-04-16,10:18,19:12,8.9,CRM Dashboard,Bug Fixing,Completed,69,31,0.9,2,0.9,2,6,60,11,5,4.1,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-17,10:06,17:30,7.4,Mobile App,Testing,Pending,72,47,0.0,6,1.1,9,3,65,6,6,3.7,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-18,10:11,18:41,8.5,AI Analytics,Database Update,Pending,61,34,0.5,4,0.7,1,3,53,15,11,3.4,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-20,10:47,18:41,7.9,AI Analytics,Testing,In Progress,56,40,0.0,3,1.0,3,6,54,12,5,3.6,Low,Declining
EMP001,Ryan Peters,UI/UX,2026-04-21,08:25,16:01,7.6,Mobile App,UI Design,In Progress,57,46,0.0,1,2.1,7,1,52,15,8,3.5,Low,Declining
EMP001,Ryan Peters,UI/UX,2026-04-22,08:30,15:36,7.1,IoT Monitoring,Testing,In Progress,60,56,0.0,6,1.3,4,8,58,9,9,3.7,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-23,10:11,18:53,8.7,AI Analytics,Documentation,Pending,62,67,0.7,5,2.8,6,5,62,13,11,3.6,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-24,09:40,16:10,6.5,Client Portal,UI Design,Completed,61,59,0.0,5,2.1,5,3,56,6,6,3.1,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-25,10:20,18:20,8.0,CRM Dashboard,Client Support,Completed,67,69,0.0,3,2.4,2,2,57,11,7,3.4,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-26,09:41,16:47,7.1,Mobile App,UI Design,In Progress,61,47,0.0,6,2.8,4,1,51,8,8,3.1,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-27,08:31,15:55,7.4,IoT Monitoring,Bug Fixing,In Progress,56,55,0.0,6,2.5,3,4,48,9,9,3.7,Low,Declining
EMP001,Ryan Peters,UI/UX,2026-04-28,09:03,17:27,8.4,Mobile App,API Integration,In Progress,60,46,0.4,3,2.6,8,7,50,5,5,3.2,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-29,09:00,17:54,8.9,AI Analytics,Model Training,Completed,71,52,0.9,2,2.1,2,3,68,10,8,4.0,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-04-30,08:42,15:30,6.8,HR System,Database Update,Pending,70,59,0.0,6,2.5,9,3,69,5,5,3.8,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-05-01,10:34,17:52,7.3,CRM Dashboard,Documentation,In Progress,68,42,0.0,3,2.7,2,3,62,7,6,4.2,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-05-02,10:12,18:30,8.3,HR System,Model Training,Pending,73,37,0.3,2,1.2,2,5,71,5,4,4.0,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-05-04,09:12,18:12,9.0,Client Portal,Model Training,Pending,70,65,1.0,4,1.1,1,1,61,14,3,3.7,Medium,Stable
EMP001,Ryan Peters,UI/UX,2026-05-05,10:19,18:43,8.4,Client Portal,Model Training,Pending,61,57,0.4,4,1.0,5,1,54,5,5,3.3,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-05-06,08:27,17:03,8.6,Client Portal,API Integration,In Progress,56,47,0.6,1,1.6,9,7,46,5,5,3.2,Low,Declining
EMP001,Ryan Peters,UI/UX,2026-05-07,10:05,16:41,6.6,HR System,Testing,Completed,72,59,0.0,6,2.5,10,8,66,10,4,3.8,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-05-08,09:02,16:56,7.9,AI Analytics,UI Design,In Progress,57,52,0.0,4,2.5,6,6,52,10,10,3.3,Low,Declining
EMP001,Ryan Peters,UI/UX,2026-05-09,09:47,17:17,7.5,Client Portal,Bug Fixing,In Progress,74,58,0.0,4,1.7,2,6,65,11,11,4.3,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-05-11,08:15,15:57,7.7,IoT Monitoring,Model Training,In Progress,72,66,0.0,3,0.9,10,6,69,6,6,4.4,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-05-12,09:10,17:04,7.9,HR System,UI Design,In Progress,67,48,0.0,1,2.9,2,5,59,11,9,4.0,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-05-13,08:57,16:27,7.5,Client Portal,Testing,Completed,58,31,0.0,4,2.8,4,1,58,10,10,3.2,Low,Declining
EMP001,Ryan Peters,UI/UX,2026-05-14,08:00,16:24,8.4,Client Portal,API Integration,Completed,65,42,0.4,6,1.5,8,1,64,6,6,3.3,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-05-15,08:58,17:22,8.4,Client Portal,Client Support,In Progress,55,60,0.4,6,1.4,3,0,46,7,7,2.9,Low,Declining
EMP001,Ryan Peters,UI/UX,2026-05-16,09:32,17:56,8.4,AI Analytics,Client Support,Completed,70,50,0.4,5,0.9,9,4,67,6,6,3.7,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-05-18,10:44,19:20,8.6,Mobile App,Database Update,In Progress,75,53,0.6,5,2.9,4,2,71,10,6,4.5,Low,Stable
EMP001,Ryan Peters,UI/UX,2026-05-19,08:42,16:42,8.0,Mobile App,UI Design,Pending,62,55,0.0,3,1.8,10,8,52,9,7,3.9,Low,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-02-19,09:19,19:25,10.1,AI Analytics,API Integration,Pending,71,69,2.1,6,1.5,1,1,61,5,5,3.8,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-02-20,08:24,20:00,11.6,AI Analytics,Database Update,In Progress,72,104,3.6,4,0.7,8,8,62,10,9,3.8,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-02-21,10:26,20:14,9.8,AI Analytics,Bug Fixing,Pending,71,72,1.8,2,2.1,4,7,62,10,8,4.0,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-02-23,09:43,20:49,11.1,Mobile App,Documentation,Completed,60,120,3.1,5,0.5,9,5,59,12,12,3.6,High,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-02-24,08:54,20:18,11.4,Client Portal,Documentation,Completed,62,116,3.4,4,0.6,6,2,61,15,9,3.3,High,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-02-25,09:50,19:38,9.8,Client Portal,Model Training,Pending,60,67,1.8,3,2.8,3,6,54,13,13,3.7,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-02-26,10:15,20:57,10.7,AI Analytics,Bug Fixing,Pending,60,81,2.7,5,1.0,10,7,59,15,15,3.4,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-02-27,08:30,18:18,9.8,Mobile App,UI Design,Pending,65,109,1.8,6,2.6,2,0,58,10,9,3.9,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-02-28,08:24,19:30,11.1,Mobile App,Bug Fixing,Completed,72,80,3.1,3,2.2,9,2,63,14,13,4.6,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-03-01,10:26,21:50,11.4,HR System,UI Design,Completed,58,112,3.4,1,1.7,4,2,57,14,11,2.9,High,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-03-02,10:13,21:19,11.1,IoT Monitoring,UI Design,In Progress,66,94,3.1,2,2.9,8,6,62,11,8,3.8,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-03-03,09:45,19:51,10.1,IoT Monitoring,Client Support,Pending,56,104,2.1,3,2.9,3,6,51,15,5,3.2,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-03-04,08:03,19:15,11.2,IoT Monitoring,Documentation,In Progress,65,112,3.2,2,1.1,2,6,62,13,10,4.0,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-03-05,10:13,21:43,11.5,Mobile App,Client Support,In Progress,57,82,3.5,6,2.7,8,7,53,12,12,3.2,High,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-03-06,10:51,21:33,10.7,AI Analytics,Documentation,Completed,52,75,2.7,4,2.6,1,4,46,15,11,3.0,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-03-07,10:25,20:49,10.4,CRM Dashboard,Testing,Completed,56,69,2.4,2,1.9,10,2,50,9,9,3.7,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-03-09,10:33,20:09,9.6,AI Analytics,Client Support,In Progress,60,86,1.6,5,1.5,4,4,53,13,6,3.8,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-03-10,09:56,21:50,11.9,HR System,Model Training,Pending,58,72,3.9,2,1.6,4,1,58,11,5,3.5,High,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-03-11,10:14,21:38,11.4,IoT Monitoring,Documentation,Completed,64,65,3.4,6,1.9,9,0,61,12,7,4.1,High,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-03-12,08:34,18:52,10.3,Mobile App,API Integration,In Progress,52,63,2.3,1,1.8,6,1,51,12,6,3.3,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-03-13,08:12,18:42,10.5,IoT Monitoring,Documentation,Pending,56,90,2.5,5,0.5,5,3,56,6,6,3.6,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-03-14,10:05,19:41,9.6,HR System,Client Support,Pending,60,119,1.6,4,2.0,4,2,57,11,11,3.5,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-03-16,10:22,19:58,9.6,HR System,API Integration,Completed,58,73,1.6,3,0.8,6,5,51,8,6,3.0,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-03-17,10:58,22:04,11.1,HR System,Database Update,Completed,61,82,3.1,3,2.5,2,2,58,11,11,4.0,High,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-03-18,08:47,19:53,11.1,AI Analytics,Database Update,In Progress,65,60,3.1,6,0.8,10,1,60,15,14,3.6,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-03-19,10:51,21:45,10.9,Client Portal,Testing,In Progress,53,70,2.9,1,2.8,3,1,49,10,9,2.8,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-03-20,08:11,17:17,9.1,IoT Monitoring,Model Training,In Progress,65,84,1.1,6,1.0,7,4,65,10,6,3.3,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-03-21,10:32,21:08,10.6,Client Portal,UI Design,Completed,59,90,2.6,1,1.8,2,8,57,10,10,3.9,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-03-22,10:53,19:59,9.1,IoT Monitoring,API Integration,Pending,54,91,1.1,5,0.6,4,1,48,12,10,3.3,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-03-23,10:24,21:24,11.0,Client Portal,Model Training,Pending,54,107,3.0,6,1.2,6,0,48,7,7,3.7,High,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-03-24,10:13,21:07,10.9,Mobile App,Documentation,Completed,69,78,2.9,2,2.8,4,8,62,14,13,3.5,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-03-25,08:27,17:39,9.2,IoT Monitoring,API Integration,In Progress,58,104,1.2,4,1.4,4,6,52,14,6,3.8,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-03-26,10:00,20:06,10.1,AI Analytics,Bug Fixing,Pending,66,68,2.1,5,1.7,3,1,59,8,5,3.5,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-03-27,10:30,20:18,9.8,CRM Dashboard,Model Training,In Progress,61,81,1.8,1,1.1,9,1,51,8,3,3.4,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-03-28,08:44,18:44,10.0,Client Portal,Client Support,Pending,65,61,2.0,3,1.6,1,2,57,14,7,4.1,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-03-30,08:17,17:59,9.7,CRM Dashboard,Database Update,Pending,67,119,1.7,4,2.1,8,8,61,8,3,4.2,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-03-31,09:41,20:41,11.0,Client Portal,Testing,Pending,50,85,3.0,1,0.9,4,3,44,8,8,2.9,High,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-04-01,09:55,21:37,11.7,AI Analytics,UI Design,Completed,63,76,3.7,6,0.8,10,4,59,6,6,4.0,High,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-02,08:58,19:04,10.1,AI Analytics,Bug Fixing,In Progress,69,69,2.1,1,2.4,4,6,61,12,10,3.7,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-03,09:56,20:20,10.4,Client Portal,Client Support,Completed,61,93,2.4,6,2.5,2,3,54,14,6,3.6,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-04,10:25,21:13,10.8,HR System,Model Training,In Progress,63,82,2.8,3,1.2,1,5,60,8,4,3.3,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-05,08:49,17:55,9.1,Mobile App,Bug Fixing,Completed,69,98,1.1,4,2.2,4,8,61,8,8,3.6,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-06,09:16,19:04,9.8,HR System,Database Update,Completed,66,101,1.8,2,2.3,7,2,59,6,6,3.7,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-07,09:03,19:27,10.4,AI Analytics,Database Update,Pending,68,70,2.4,2,0.8,9,5,64,10,10,3.5,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-08,10:36,19:48,9.2,AI Analytics,Bug Fixing,Pending,69,105,1.2,5,1.7,10,0,63,9,9,4.2,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-09,10:44,22:20,11.6,HR System,UI Design,Pending,55,74,3.6,2,2.4,1,5,45,14,3,3.6,High,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-04-10,10:12,19:30,9.3,IoT Monitoring,Testing,Pending,54,74,1.3,6,1.7,4,8,53,6,4,3.7,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-04-11,08:52,20:04,11.2,CRM Dashboard,Testing,In Progress,49,83,3.2,3,0.9,4,8,48,13,12,2.8,High,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-04-12,10:47,22:29,11.7,Client Portal,Testing,Pending,69,98,3.7,1,1.5,7,2,60,8,8,3.9,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-13,09:54,21:36,11.7,HR System,UI Design,In Progress,57,108,3.7,4,2.2,5,5,47,15,5,3.3,High,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-04-14,09:13,18:31,9.3,Mobile App,Bug Fixing,Completed,49,86,1.3,1,0.7,10,0,46,9,9,2.7,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-04-15,10:28,21:04,10.6,Client Portal,Model Training,Completed,61,70,2.6,3,1.8,9,7,57,7,7,3.3,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-16,10:15,21:39,11.4,Client Portal,API Integration,In Progress,60,119,3.4,1,0.9,5,1,58,14,8,3.2,High,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-17,08:48,19:18,10.5,Client Portal,Bug Fixing,Pending,53,92,2.5,2,0.7,5,1,52,6,6,2.7,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-04-18,10:41,19:53,9.2,Client Portal,API Integration,Completed,60,106,1.2,5,1.2,7,7,54,7,6,3.8,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-20,10:46,21:52,11.1,AI Analytics,API Integration,In Progress,67,87,3.1,6,1.4,9,6,65,15,11,3.6,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-21,08:10,20:04,11.9,HR System,Model Training,Completed,51,87,3.9,2,2.8,10,2,48,10,4,2.9,High,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-04-22,08:00,17:06,9.1,AI Analytics,Bug Fixing,Completed,64,72,1.1,4,2.1,2,5,63,9,9,3.3,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-23,08:02,19:50,11.8,HR System,Bug Fixing,Pending,50,75,3.8,2,0.7,10,7,47,8,8,3.3,High,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-04-24,08:50,18:50,10.0,HR System,UI Design,In Progress,66,81,2.0,4,1.0,1,1,56,13,3,4.0,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-25,09:59,20:23,10.4,IoT Monitoring,Testing,Pending,63,69,2.4,3,1.7,9,8,63,5,4,3.4,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-27,10:39,19:39,9.0,IoT Monitoring,Documentation,In Progress,48,119,1.0,5,1.2,6,8,46,12,7,3.3,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-04-28,08:45,18:57,10.2,CRM Dashboard,Bug Fixing,Completed,67,107,2.2,5,1.6,8,7,61,15,7,3.6,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-29,09:14,20:50,11.6,IoT Monitoring,UI Design,Pending,63,60,3.6,4,1.9,3,8,62,10,10,3.8,High,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-04-30,10:44,22:02,11.3,AI Analytics,API Integration,Pending,55,86,3.3,6,0.9,7,2,49,5,5,3.0,High,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-05-01,08:50,20:20,11.5,Mobile App,Model Training,Pending,61,119,3.5,4,2.6,9,3,54,15,14,3.1,High,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-05-02,10:51,20:39,9.8,HR System,API Integration,Pending,57,69,1.8,2,1.0,8,1,57,14,8,3.6,Medium,Declining
EMP002,Dr. Jason Matthews,UI/UX,2026-05-04,10:07,20:31,10.4,Client Portal,UI Design,In Progress,66,84,2.4,4,0.9,1,2,60,14,14,4.0,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-05-05,10:10,20:16,10.1,IoT Monitoring,API Integration,Pending,63,89,2.1,4,2.8,7,2,61,15,10,4.1,Medium,Stable
EMP002,Dr. Jason Matthews,UI/UX,2026-05-06,08:11,18:35,10.4,HR System,Client Support,In Progress,65,95,2.4,4,2.8,2,0,64,15,14,3.3,Medium,Stable
